question,expected_tag,expected_answer,needs_context
"ভালো, আমি এখন যাই। আস্তে আস্তে কাজগুলো করব। আপনাদের দেওয়া তথ্য অনুযায়ী এগোব। আজকে অনেক কিছু জানতে পারলাম। আশা করি সব ঠিক হয়ে যাবে। খোদা হাফেজ। দোয়া রাখবেন।",goodbye,বিদায়! আপনার দিনটা সুন্দর কাটুক।,False
"আমি বিদেশ থেকে কল করছি। আমার এখানে রাত হয়ে গেছে। আমি আর বেশি কথা বলতে পারব না। যা জানার ছিল জেনে নিলাম। ধন্যবাদ আপনাদের। থাক, আজকের মত এই পর্যন্তই। বিদায়।",goodbye,বিদায়! আপনার দিনটা সুন্দর কাটুক।,False
"এইসব কাগজপত্রের ঝামেলা আমার ভালো লাগে না। আমি তো সরল মানুষ, জমি চাষ করি। এইসব অফিসিয়াল কাজকর্ম আমার মাথায় ঢোকে না। আমার জমি আছে, আমি চাষ করি, খাজনা দেই - এতেই তো হওয়ার কথা। নামজারি কইরা কী লাভ? আমি তো আগে থেকেই দখলে আছি।",irrelevant,"আমি দুঃখিত, এই বিষয়ে আমি আপনাকে সাহায্য করতে পারছি না। আপনার প্রশ্নটি আমাদের সেবার পরিধির বাইরে। অন্য কোনো বিষয়ে জানতে চাইলে জিজ্ঞাসা করুন।",False
"আচ্ছা ভাই, আমার একটা প্রশ্ন আছে। আজকে আবহাওয়া অনেক খারাপ। বৃষ্টি হচ্ছে। আমি ভাবছি অফিসে যাব নাকি? এই বৃষ্টিতে গেলে কি অফিস খোলা থাকবে? আর বৃষ্টির কারণে কি কোনো সমস্যা হতে পারে কাগজপত্রের?",irrelevant,"আমি দুঃখিত, এই বিষয়ে আমি আপনাকে সাহায্য করতে পারছি না। আপনার প্রশ্নটি আমাদের সেবার পরিধির বাইরে। অন্য কোনো বিষয়ে জানতে চাইলে জিজ্ঞাসা করুন।",False
আমার একটা সমস্যা। আমার গরু দুটো অসুস্থ হয়ে পড়েছে। পশু চিকিৎসক বলেছে ওষুধ দিতে হবে। কিন্তু ওষুধ কিনতে অনেক টাকা লাগবে। আমি ভাবছি গরু বিক্রি করে দেই। এই এলাকায় ভালো দামে গরু বিক্রি করা যায় কোথায়?,irrelevant,"আমি দুঃখিত, এই বিষয়ে আমি আপনাকে সাহায্য করতে পারছি না। আপনার প্রশ্নটি আমাদের সেবার পরিধির বাইরে। অন্য কোনো বিষয়ে জানতে চাইলে জিজ্ঞাসা করুন।",False
আমার মোবাইল ফোনের রিচার্জ শেষ। আমি জানি না কীভাবে রিচার্জ করতে হয়। আমার ছেলে সাধারণত করে দেয় কিন্তু সে এখন ঢাকায়। কেউ কি বলতে পারেন মোবাইল রিচার্জ করার নিয়ম? কোন নাম্বারে কল করতে হয়?,irrelevant,"আমি দুঃখিত, এই বিষয়ে আমি আপনাকে সাহায্য করতে পারছি না। আপনার প্রশ্নটি আমাদের সেবার পরিধির বাইরে। অন্য কোনো বিষয়ে জানতে চাইলে জিজ্ঞাসা করুন।",False
নামজারি,namjari_eligibility,আপনি হস্তান্তর দলিল মূলে ক্রয় বা হেবা বা এওয়াজবদল বা উত্তরাধিকারীসূত্রে বা কোর্টের আদেশে যদি জমির মালিক হয়ে থাকেন তবে অবশ্যই আপনাকে নামজারি করতে হবে।,False
মিউটেশনের কাজ,namjari_eligibility,আপনি হস্তান্তর দলিল মূলে ক্রয় বা হেবা বা এওয়াজবদল বা উত্তরাধিকারীসূত্রে বা কোর্টের আদেশে যদি জমির মালিক হয়ে থাকেন তবে অবশ্যই আপনাকে নামজারি করতে হবে।,False
খারিজ হয়েছে,namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।",False
আমার আবেদন খারিজ,namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।",False
