question,tag,answer,needs_context
হ্যাঁ আমি একজন মানুষের সাথে কথা বলতে চাই,agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমার সমস্যাটা জটিল, একজন এজেন্টের সাথে কথা বলতে হবে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
আমি একজন মানুষের সাথে কথা বলতে চাই,agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমার একটা জরুরি প্রশ্ন আছে, এজেন্টের সাথে কথা বলবো",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"রোবট না, আমি মানুষের সাথে কথা বলবো",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমার কেইসটা স্পেশাল, এজেন্টের সাথে কথা বলতে চাই",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
এই বিষয়ে একজন এক্সপার্টের সাথে কথা বলা দরকার,agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
আপনার সঙ্গে আর কথা বলে কোনো লাভ নেই। আমি একজন এজেন্টের সাথে কথা বলবো,agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আপনি সাহায্য করতে পারছেন না, তাই আমি আমি একজন এজেন্টের সাথে কথা বলবো",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আপনার কাছ থেকে কোনো উপকার পাচ্ছি না, আমি একজন এজেন্টের সাথে কথা বলবো",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
এই কথোপকথন থেকে কোনো সমাধান আসছে না। আমি একজন এজেন্টের সাথে কথা বলবো,agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আপনি যেহেতু সাহায্য করতে পারছেন না, আমি একজন এজেন্টের সাথে কথা বলবো",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমি কথা বন্ধ করতে চাই, আমি একজন এজেন্টের সাথে কথা বলবো",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"এইভাবে কথা বলে কোনো লাভ হচ্ছে না, আমি একজন এজেন্টের সাথে কথা বলবো",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আপনি সাহায্য না করলে আর কথা বলে লাভ কী? আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"দুঃখিত, কিন্তু আমি এখন কথা বলতে চাই না। আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"যেহেতু আপনি সহায়তা করতে পারছেন না, আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আপনি যদি সাহায্য না করতে পারেন, তাহলে আর কথা বাড়িয়ে লাভ নেই। আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমি আর কথা চালিয়ে যেতে চাই না, আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমি আর কথা বলতে চাই না। আপনি কোনো সাহায্য করছেন না। আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"তোমার সঙ্গে আর কথা বলে লাভ নেই। আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"তুমি সাহায্য করতে পারছো না, আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"এভাবে কথা বলে কোনো ফল হচ্ছে না। আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"তোমার কোনো উপকার পাচ্ছি না, আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"তুমি তো সাহায্য করতে পারছো না, আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমার আর কথা বলার ইচ্ছা নেই, আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"তুমি কোনো কাজে আসছো না, আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"তোমার থেকে কোনো সমাধান পাচ্ছি না, আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"এই কথাবার্তা থেকে কিছু হচ্ছে না, আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
আমি একজন লাইভ এজেন্ট এর সাথে কথা বলতে চাই,agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
টেকনিক্যাল টিমের কারো সাথে কথা বলতে চাই,agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
আমি একজন কল সেন্টার এজেন্ট এর সাথে কথা বলতে চাই,agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
আপনার সাথে কথা বলবো না। আমাকে একজন এজেন্টের সাথে যোগাযোগ করিয়ে দিন।,agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমি আর কথা বলতে চাই না, আমাকে একজন এজেন্টের কাছে দিন।",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"দয়া করে আমাকে কোনো এজেন্টের সঙ্গে সংযোগ করুন, আমি আপনার সাথে কথা বলছি না।",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমি সরাসরি একজন এজেন্টের সঙ্গে কথা বলতে চাই, দয়া করে ট্রান্সফার করুন।",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"দয়া করে আমাকে একজন মানুষের সঙ্গে কথা বলার সুযোগ দিন, আপনি না।",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমি বটের সাথে না, একজন এজেন্টের সাথে কথা বলব।",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
আপনার পরিবর্তে আমি একজন এজেন্টের সহায়তা চাই।,agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমার দরকার একজন লাইভ এজেন্ট, আপনি ট্রান্সফার করে দিন।",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমি আর কিছু বলতে চাই না, এখনই এজেন্টের কাছে নিয়ে যান।",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"প্লিজ, আমাকে একজন বাস্তব ব্যক্তির কাছে ট্রান্সফার করুন, আপনার সাথে না।",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
অনুগ্রহ করে আবার বলুন,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
আমি আবার শুনতে চাই,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"আমি বুঝতে পারি নাই, আরেকবার বলেন প্লিজ",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"আবার বলেন ভাই, বুঝি নাই কিছুই",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
আপু প্লিজ আরেকবার বলতে পারবেন আমি শুনতে পারি নাই,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
অনুগ্রহপূর্বক আরেকবার বলতে হবে,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
দয়া করে আবার বলুন,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"আমি কিছুই বুঝতে পারিনি, আবার বলুন",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
আরেকটু স্পষ্ট করে বলুন,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
দয়া করে আবার বলতে পারেন?,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"আমি কিছু শোনার চেষ্টা করছিলাম, কিন্তু শুনতে পারিনি, প্লিজ আবার বলুন",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"ভাই, একটু আবার বলুন",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
আরেকবার রিক্যাপ দিন,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"আমি হালকা শুনেছি, আবার বলুন",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
আরেকটু ক্লিয়ার করে বলুন প্লিজ,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"একটু ধীরে বলুন, বুঝতে পারছি না",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"মাফ করবেন, আমি ঠিক বুঝতে পারিনি",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
আরেকটু বিস্তারিত বলুন,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"কিছুটা মিস করেছি, আবার বলবেন?",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
শেষের দিকটা আবার বলুন প্লিজ,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"সরি, আমার কানে আসে নাই",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"আমার কাছে স্পষ্ট না, আবার বলুন",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"শব্দটা কাটা গেছে, আবার বলবেন?",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"লাইনে প্রবলেম ছিল, রিপিট করবেন?",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
"আওয়াজ ক্লিয়ার না, আবার বলুন",repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
আমি পুরোটা ধরতে পারি নাই,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
একটু সহজ করে বলবেন?,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
নাম্বারটা আবার বলেন,repeat_again,অবশ্যই। আমি আবার বলছি। আপনার প্রশ্ন অনুযায়ী আমি বিস্তারিত ব্যাখ্যা দেব।,
নামজারি সেবা কিভাবে পেতে পারি?,namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
"নামজারি, খারিজ, মিউটেশন সেবা কিভাবে পেতে পারি?",namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
"আমি হচ্ছে জমি কিনেছি তো জমি খারিজ, নামজারি, মিউটেশন করতে চাচ্ছিলাম, এখন কিভাবে কি করবো ",namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
"নামজারি, খারিজ, মিউটেশন সেবা পেতে কি করতে হবে?",namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
"আমি নামজারি করতে চাই, এখন কী করতে হবে?",namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
"আচ্ছা, নামজারি সেবাটা পেতে হলে কী করতে হবে, আর কোথায় যেতে হবে একটু বুঝিয়ে বলবেন?",namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
"আমি নামজারি করতে আগ্রহী, এই ব্যাপারে আপনার সাহায্য পাওয়া যাবে?",namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
"নামজারি, খারিজ, মিউটেশন করতে চাই, কি করতে হবে?",namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
"নামজারি, খারিজ, মিউটেশন করার প্রক্রিয়াটা কী?",namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
"আচ্ছা আমি হচ্ছে জমি কিনেছি আরকি তো এখন খারিজ করাইতে হবে , কিভাবে করবো?",namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
"অনলাইনে নামজারি, খারিজ, মিউটেশন করতে কি করতে হবে?",namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
আচ্ছা খারিজ কি অনলাইনে করা যায়? করা গেলে কিভাবে?,namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
মিউটেশন করতে হলে কি করতে হবে?,namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
"নামজারি, খারিজ, মিউটেশন করতে হলে কি করতে হবে?",namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
আমি হচ্ছে জমি কিনসি এখন মিউটেশন করতে চাই কি করা লাগবে?,namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
"আমি নামজারি, খারিজ, মিউটেশন করবো কি করতে হবে?",namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
খারিজ সেবা নিতে হলে কী করণীয়?,namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
"আমি নামজারি করতে চাই, প্রক্রিয়াটা কী?",namjari_process,ভূমিসেবার অনান্য সেবা গ্রহণের জন্য যদি নিবন্ধন না করা থাকে প্রথমে land.gov.bd নিবন্ধন করতে হবে পরে লগইন করতে হবে। আর নিবন্ধন থাকলে সরাসরি লগইন করতে হবে।  মিউটেশন বাটনে ক্লিক করে প্রবেশ করে তথ্য দিয়ে কাজ করতে হবে।,
নামজারি আবেদন কি নিজে করতে পারি।,namjari_application_procedure,"আপনার মোবাইলে বা ল্যাপটপে বা কম্পিউটারে ইন্টারনেট থাকলে আপনি নিজেই পারবেন, আর যদি না থাকে তবে ভূমি সহায়তা কেন্দ্র বা তেজগাঁওয়ে ভূমি ভবনে ভূমি সেবা কেন্দ্রে বা আপনার নিকটস্থ দোকানে কম্পিউটারে সরকারি সেবা নিয়ে কাজ করে সেখানে করাতে পারেন।",
"নামজারি, খারিজ, মিউটেশন আবেদন কি নিজে করতে পারি।",namjari_application_procedure,"আপনার মোবাইলে বা ল্যাপটপে বা কম্পিউটারে ইন্টারনেট থাকলে আপনি নিজেই পারবেন, আর যদি না থাকে তবে ভূমি সহায়তা কেন্দ্র বা তেজগাঁওয়ে ভূমি ভবনে ভূমি সেবা কেন্দ্রে বা আপনার নিকটস্থ দোকানে কম্পিউটারে সরকারি সেবা নিয়ে কাজ করে সেখানে করাতে পারেন।",
